User_ID,Heart_Rate
6,149
6,127
6,116
6,122
6,158
6,159
6,161
6,144
6,137
6,160
6,151
6,165
6,140
6,154
6,156
6,163
6,164
6,167
7,157
7,160
7,144
7,153
7,154
7,163
7,155
7,164
7,165
7,160
7,162
7,163
7,157
7,164
7,156
7,160
7,167
7,160
7,158
7,155
7,165
7,142
7,157
7,151
7,158
7,157
7,161
7,153
7,154
7,152
7,158
7,155
7,141
7,159
7,155
7,165
7,147
7,162
7,156
7,159
7,154
7,149
7,154
7,155
7,159
7,159
7,158
7,153
7,161
7,150
7,162
7,151
7,166
7,153
7,157
7,150
7,156
7,149
7,159
7,156
7,154
7,159
8,163
8,158
8,148
8,157
8,151
8,159
8,162
8,149
8,154
8,157
8,163
8,164
8,152
8,157
8,150
8,143
8,153
8,155
8,139
8,148
8,156
8,159
8,154
8,155
8,149
8,162
8,147
8,155
8,160
8,145
8,154
8,162
8,144
8,168
8,161
8,149
8,151
8,155
8,165
8,151
8,149
8,145
8,165
8,158
8,162
8,155
8,157
8,151
8,153
8,161
8,155
8,147
8,151
8,159
8,155
8,161
8,155
8,162
8,160
8,151
8,163
8,164
8,158
8,160
8,145
8,158
8,142
8,167
8,145
8,157
8,152
8,157
8,153
8,160
8,149
9,122
9,110
9,130
9,127
9,155
9,97
9,135
9,122
9,132
9,132
9,116
9,148
9,162
9,134
9,156
9,122
9,141
9,131
9,127
9,133
9,113
9,111
9,100
9,117
9,126
9,118
9,113
9,129
9,141
9,145
9,140
9,140
9,142
9,141
9,139
9,142
9,117
9,87
9,138
9,131
9,145
9,117
9,137
9,116
9,144
9,92
9,165
9,125
9,138
9,112
9,123
9,88
9,124
9,164
9,115
9,134
9,121
9,139
9,127
9,123
9,126
9,115
9,139
9,86
9,134
9,109
9,127
9,131
9,138
9,133
9,117
9,143
9,119
9,135
9,131
9,164
9,135
9,131
9,154
9,106
9,135
9,137
9,155
9,137
9,102
9,155
9,116
9,156
10,121
10,140
10,130
10,124
10,145
10,136
10,151
10,142
10,129
10,126
10,140
10,116
10,134
10,139
10,134
10,120
10,114
10,149
10,134
10,155
10,116
10,155
10,147
10,122
10,121
10,111
10,137
10,127
10,143
10,158
10,143
10,114
10,135
10,154
10,132
10,133
10,134
10,134
10,148
10,149
10,157
10,142
10,144
10,118
10,122
10,141
10,129
10,141
10,116
10,119
10,143
10,140
10,143
10,139
10,151
10,136
10,118
10,116
10,137
10,143
10,131
10,128
10,132
10,115
11,136
11,129
11,118
11,134
11,118
11,144
11,133
11,119
11,127
11,108
11,126
11,154
11,128
11,109
11,155
11,106
11,147
11,120
11,155
11,122
11,124
11,123
11,141
11,133
11,131
11,126
11,125
11,152
11,125
11,118
11,144
11,132
11,125
11,112
11,123
11,127
11,123
11,113
11,115
11,121
11,147
11,140
11,145
11,130
11,125
11,115
11,127
11,94
11,99
11,110
11,131
11,115
11,130
11,139
11,117
11,122
11,126
11,129
11,153
11,132
11,127
11,134
11,127
11,139
11,141
11,130
11,137
11,124
12,129
12,143
12,128
12,142
12,97
12,148
12,143
12,139
12,150
12,124
12,134
12,125
12,137
12,153
12,149
12,120
12,133
12,144
12,114
12,145
12,122
12,117
12,131
12,151
12,120
12,116
12,144
12,148
12,141
12,126
12,118
12,130
12,141
12,105
12,107
12,117
12,93
12,136
12,121
12,127
12,135
12,140
12,133
12,126
12,122
12,122
12,115
12,111
12,112
12,141
12,111
12,130
12,136
12,120
12,120
12,135
12,132
12,130
12,123
12,128
12,136
12,145
12,131
12,118
12,143
12,136
12,117
12,143
12,134
12,157
12,113
12,139
12,136
12,131
12,121
12,140
12,147
12,138
12,155
12,124
12,118
12,130
12,144
12,128
13,143
13,130
13,144
13,146
13,121
13,159
13,148
13,124
13,144
13,139
13,164
13,136
13,140
13,147
13,145
13,132
13,151
13,133
13,167
13,156
13,147
13,120
13,153
13,154
13,143
13,162
13,138
13,147
13,139
13,144
13,156
13,133
13,164
13,156
13,149
13,122
13,150
13,136
13,138
13,136
13,140
13,147
13,155
13,161
13,146
13,144
13,157
13,140
13,150
13,150
13,146
13,122
13,139
13,161
13,156
13,137
13,147
13,129
13,158
13,144
13,151
14,142
14,132
14,141
14,122
14,147
14,142
14,132
14,131
14,131
14,137
14,143
14,142
14,141
14,133
14,145
14,144
14,128
14,144
14,137
14,124
14,136
14,131
14,137
14,129
14,132
14,142
14,133
14,137
14,140
14,137
14,142
14,132
14,133
14,142
14,138
14,137
14,134
14,131
14,138
14,136
14,145
14,132
14,139
14,129
14,139
14,141
14,133
14,131
14,140
14,140
14,128
14,130
14,132
14,140
14,143
14,126
14,131
14,132
14,129
14,139
14,133
14,131
14,136
14,134
14,140
14,134
14,137
14,141
14,131
14,137
14,146
14,123
14,137
14,137
14,116
14,138
14,137
14,140
14,132
14,135
14,141
14,144
14,137
14,144
14,138
14,136
14,131
14,118
14,139
14,151
14,125
14,132
14,127
14,145
14,126
14,133
14,130
14,139
14,133
14,138
15,142
15,124
15,133
15,131
15,128
15,119
15,142
15,124
15,133
15,136
15,128
15,137
15,151
15,133
15,138
15,119
15,130
15,124
15,125
15,127
15,134
15,126
15,137
15,135
15,131
15,128
15,119
15,139
15,135
15,126
15,130
15,129
15,122
15,132
15,122
15,129
15,121
15,134
15,132
15,146
15,136
15,132
15,142
15,127
15,137
15,133
15,129
15,125
15,134
15,127
15,134
15,131
15,141
15,139
15,131
15,128
15,135
15,138
15,145
15,122
15,130
15,121
15,141
15,138
15,134
15,120
15,136
16,163
16,161
16,161
16,168
16,161
16,163
16,164
16,150
16,154
16,162
16,163
16,165
16,171
16,167
16,162
16,163
16,166
16,163
16,160
16,170
16,162
16,170
16,164
16,162
16,168
16,170
16,151
16,159
16,165
16,149
16,165
16,167
16,165
16,161
16,163
16,167
16,150
16,160
16,154
16,168
16,164
16,154
16,164
16,167
16,159
16,167
16,161
16,165
16,162
16,164
16,161
16,169
16,153
16,167
16,168
16,160
16,167
16,161
16,159
16,162
16,164
16,161
16,168
16,172
16,157
16,166
16,161
16,165
16,160
16,154
16,160
16,165
16,159
16,164
16,167
16,160
16,159
16,163
16,169
16,156
16,161
16,166
16,169
16,158
16,164
16,159
16,150
16,168
17,155
17,158
17,154
17,153
17,154
17,150
17,154
17,143
17,158
17,153
17,156
17,161
17,141
17,158
17,157
17,154
17,155
17,152
17,150
17,138
17,149
17,153
17,158
17,152
17,151
17,153
17,151
17,153
17,152
17,152
17,147
17,157
17,154
17,154
17,161
17,150
17,158
17,155
17,151
17,154
17,154
17,159
17,156
17,159
17,156
17,157
17,156
17,154
17,153
17,161
17,157
17,158
17,153
17,162
17,148
17,155
17,158
17,152
17,153
17,151
17,154
17,153
17,152
17,156
18,146
18,151
18,158
18,134
18,153
18,149
18,153
18,159
18,152
18,162
18,154
18,147
18,146
18,144
18,158
18,158
18,150
18,150
18,145
18,149
18,154
18,152
18,143
18,149
18,158
18,142
18,159
18,144
18,160
18,139
18,158
18,149
18,154
18,149
18,161
18,156
18,143
18,153
18,154
18,151
18,153
18,149
18,163
18,154
18,160
18,157
18,143
18,151
18,159
18,153
18,146
18,135
18,155
18,152
18,144
18,160
18,151
18,133
18,152
18,148
18,152
18,147
18,157
18,161
18,149
18,158
18,158
18,142
18,146
18,156
18,154
18,153
18,157
18,153
18,153
18,150
18,158
18,155
18,160
18,149
18,149
18,159
18,144
18,145
18,138
18,141
18,146
18,160
18,157
18,155
18,145
18,143
18,137
18,143
18,154
18,146
18,153
18,149
18,150
18,143
19,152
19,150
19,146
19,152
19,148
19,153
19,152
19,151
19,152
19,150
19,153
19,150
19,151
19,153
19,149
19,150
19,150
19,149
19,155
19,155
19,149
19,154
19,151
19,148
19,153
19,153
19,149
19,150
19,152
19,151
19,154
19,150
19,150
19,151
19,151
19,151
19,149
20,148
20,133
20,148
20,147
20,139
20,136
20,139
20,142
20,141
20,139
20,146
20,137
20,145
20,135
20,141
20,144
20,145
20,137
20,149
20,143
20,147
20,143
20,140
20,134
20,139
20,141
20,136
20,137
20,140
20,143
20,148
20,145
20,138
20,140
20,147
20,139
20,146
20,144
20,139
20,136
20,147
20,144
20,147
20,143
20,146
20,143
20,133
20,142
20,143
20,144
20,138
20,131
20,140
21,141
21,137
21,131
21,113
21,125
21,116
21,133
21,139
21,138
21,132
21,137
21,120
21,112
21,115
21,121
21,139
21,124
21,121
21,118
21,126
21,132
21,133
21,107
21,130
21,118
21,114
21,139
21,131
21,139
21,118
21,132
21,123
21,111
21,107
21,144
21,131
21,121
21,113
21,135
21,127
21,126
21,133
21,121
21,134
21,146
21,137
21,150
21,99
21,132
21,133
21,107
21,138
21,133
21,95
21,123
21,131
21,135
21,133
21,86
21,130
21,99
21,136
21,135
21,123
22,142
22,145
22,154
22,144
22,136
22,128
22,137
22,139
22,151
22,142
22,133
22,155
22,138
22,138
22,125
22,151
22,142
22,137
22,149
22,131
22,135
22,123
22,139
22,155
22,140
22,133
22,132
22,136
22,140
22,132
22,140
22,136
22,125
22,132
22,131
22,138
22,137
22,145
22,127
22,136
22,137
22,133
22,130
22,134
22,121
22,125
22,147
22,139
22,142
22,138
22,129
22,133
22,127
22,126
22,129
22,146
22,133
22,143
22,135
22,138
22,126
22,145
22,156
22,132
22,142
22,146
22,144
23,128
23,146
23,155
23,131
23,142
23,140
23,145
23,131
23,153
23,123
23,160
23,146
23,151
23,161
23,138
23,136
23,152
23,142
23,152
23,155
23,141
23,113
23,133
23,120
23,151
23,150
23,158
23,132
23,155
23,139
23,135
23,153
23,121
23,162
23,144
23,154
23,140
23,156
23,139
23,140
23,139
23,162
23,133
23,133
23,143
23,138
23,138
23,129
23,153
23,142
23,147
23,142
23,126
23,130
23,141
23,149
23,148
23,144
23,158
23,130
23,142
23,130
23,155
23,146
23,126
23,140
23,135
23,147
23,138
23,151
23,147
23,152
23,136
23,127
23,129
23,137
23,151
23,137
23,144
23,121
23,144
23,149
24,136
24,120
24,124
24,147
24,127
24,113
24,131
24,133
24,128
24,133
24,116
24,132
24,124
24,120
24,132
24,147
24,126
24,130
24,130
24,135
24,122
24,131
24,112
24,134
24,123
24,137
24,133
24,131
24,114
24,138
24,123
24,141
24,142
24,138
24,139
24,120
24,138
25,164
25,150
25,160
25,167
25,169
25,170
25,173
25,167
25,157
25,168
25,160
25,170
25,160
25,175
25,172
25,173
25,167
25,164
25,164
25,167
25,157
25,163
25,166
25,164
25,166
25,163
25,165
25,169
25,163
25,174
25,172
25,165
25,171
25,167
25,165
25,155
25,163
25,166
25,171
25,163
25,168
25,164
25,169
25,175
25,170
25,162
25,157
25,165
25,161
25,161
25,165
25,174
25,150
25,167
25,156
25,164
25,164
25,159
25,164
25,164
25,163
25,169
25,168
25,166
25,161
25,166
25,178
25,157
25,153
25,171
25,173
25,157
26,157
26,152
26,157
26,156
26,158
26,152
26,159
26,158
26,152
26,158
26,152
26,154
26,158
26,149
26,149
26,149
26,154
26,161
26,159
26,154
26,158
26,156
26,153
26,149
26,154
26,155
26,157
26,153
26,157
26,152
26,153
26,159
26,155
26,155
26,157
26,155
26,161
26,150
26,157
26,161
26,157
26,156
26,160
26,150
26,155
26,155
26,156
26,159
26,149
26,158
26,148
26,156
26,159
26,149
26,156
26,155
26,152
26,159
26,158
26,151
26,156
26,149
26,151
26,157
26,154
26,160
26,159
26,143
26,161
26,153
26,158
26,157
26,154
26,150
26,158
26,151
26,150
26,152
26,160
26,157
27,155
27,150
27,151
27,153
27,154
27,152
27,151
27,153
27,150
27,150
27,152
27,148
27,156
27,156
27,151
27,151
27,149
27,152
27,148
27,153
27,154
27,154
27,149
27,155
27,154
27,151
27,148
27,154
27,155
27,154
27,154
27,152
27,150
27,150
27,152
27,152
27,152
27,153
27,152
27,152
27,150
27,149
27,150
27,151
27,151
27,153
27,151
27,147
27,152
27,150
27,153
27,153
27,151
27,154
27,154
27,151
27,148
27,150
27,150
27,153
27,151
27,152
27,150
27,154
27,150
27,152
27,149
27,152
27,149
27,152
27,153
27,151
27,153
27,150
27,149
27,147
27,153
27,150
27,147
27,153
27,154
27,156
27,149
27,152
27,152
27,152
27,153
27,150
27,151
27,152
27,152
27,151
27,152
27,155
27,149
27,151
27,152
27,153
27,149
27,152
27,151
27,149
27,153
27,152
27,150
27,150
27,152
27,151
28,145
28,159
28,153
28,151
28,155
28,145
28,149
28,139
28,136
28,147
28,144
28,154
28,144
28,144
28,154
28,157
28,146
28,148
28,153
28,155
28,151
28,159
28,148
28,157
28,157
28,141
28,151
28,152
28,152
28,149
28,146
28,147
28,135
28,142
28,155
28,158
28,145
28,153
28,155
28,154
28,151
28,149
28,146
28,151
28,143
28,147
28,149
28,150
28,148
28,145
28,153
28,149
28,143
28,149
28,158
28,155
28,149
28,144
28,152
28,156
28,160
28,158
28,152
28,161
28,154
28,154
28,152
28,153
28,151
28,158
28,147
28,151
28,137
28,159
28,156
29,168
29,165
29,167
29,169
29,168
29,167
29,167
29,169
29,168
29,167
29,166
29,167
29,167
29,167
29,167
29,168
29,165
29,167
29,168
29,168
29,168
29,168
29,169
29,167
29,166
29,167
29,167
29,166
29,167
29,169
29,166
29,169
29,167
29,167
29,167
29,168
29,167
29,167
29,167
29,165
29,168
29,169
29,168
29,168
29,168
29,168
29,168
29,168
29,166
29,168
29,167
29,168
29,169
29,167
29,169
29,169
29,169
29,168
29,168
29,168
29,166
29,166
29,168
29,167
29,168
29,169
29,167
29,167
29,169
29,168
29,168
29,169
29,167
29,166
29,167
29,168
29,168
29,168
29,168
30,164
30,166
30,164
30,165
30,164
30,166
30,164
30,165
30,164
30,165
30,164
30,166
30,164
30,165
30,164
30,166
30,165
30,164
30,164
30,164
30,163
30,165
30,165
30,164
30,166
30,167
30,163
30,164
30,162
30,164
30,164
30,162
30,164
30,164
30,165
30,165
30,164
30,164
30,164
30,165
30,165
30,165
30,165
30,163
30,165
30,162
30,166
30,164
30,166
30,165
30,164
30,165
30,163
30,165
30,165
30,166
30,163
30,166
30,166
30,165
30,164
30,165
30,164
30,165
30,163
30,164
30,165
30,165
30,163
30,165
30,162
30,164
30,164
30,163
30,166
30,166
30,164
30,166
30,164
30,165
30,163
30,165
30,165
30,166
30,163
30,165
30,166
30,163
30,164
30,164
30,165
30,166
30,163
30,165
30,164
30,164
30,164
30,166
30,166
30,165
30,162
30,163
30,164
30,165
30,164
30,167
30,166
30,164
30,163
30,162
30,165
30,165
30,164
30,165
30,164
30,165
30,166
30,164
31,161
31,163
31,148
31,152
31,144
31,158
31,155
31,157
31,148
31,150
31,152
31,159
31,152
31,147
31,147
31,154
31,163
31,156
31,159
31,162
31,160
31,155
31,153
31,147
31,148
31,153
31,149
31,155
31,157
31,152
31,161
31,162
31,153
31,142
31,147
31,127
31,152
31,172
31,146
31,155
31,161
31,147
31,150
31,164
31,144
31,154
31,151
31,158
31,145
31,161
31,147
31,159
31,168
31,147
31,156
31,159
31,133
31,163
31,154
31,159
31,136
32,105
32,133
32,109
32,115
32,145
32,142
32,144
32,113
32,146
32,126
32,98
32,125
32,146
32,132
32,127
32,136
32,125
32,118
32,126
32,118
32,102
32,126
32,132
32,128
32,144
32,112
32,137
32,131
32,142
32,114
32,144
32,141
32,127
32,141
32,144
32,139
32,126
32,127
32,118
32,143
32,108
32,167
32,150
32,148
32,151
32,141
32,130
32,139
32,103
32,126
32,123
32,116
32,128
32,140
32,119
32,130
32,112
32,129
32,127
32,110
32,105
32,153
32,132
32,129
32,123
32,124
32,127
32,128
32,149
32,134
32,120
32,127
32,136
32,130
32,121
32,142
33,154
33,161
33,165
33,153
33,157
33,160
33,166
33,153
33,164
33,161
33,163
33,152
33,155
33,167
33,157
33,165
33,159
33,162
33,161
33,151
33,165
33,168
33,167
33,157
33,164
33,167
33,159
33,167
33,163
33,162
34,160
34,159
34,159
34,159
34,160
34,159
34,160
34,158
34,158
34,159
34,158
34,159
34,160
34,160
34,157
34,159
34,157
34,157
34,159
34,158
34,157
34,157
34,158
34,159
34,159
34,157
34,158
34,158
34,158
34,157
34,159
34,159
34,160
34,159
34,157
34,158
34,157
34,158
34,159
34,158
34,159
34,158
34,159
34,158
34,159
34,159
34,159
34,159
34,159
34,160
34,158
34,160
34,159
34,159
34,158
34,158
34,159
34,157
34,157
34,159
34,160
34,159
34,158
34,159
34,159
34,158
34,160
34,158
34,158
34,159
34,158
34,159
34,159
34,158
34,158
34,157
34,158
34,159
35,134
35,130
35,115
35,146
35,122
35,152
35,145
35,148
35,142
35,137
35,138
35,140
35,144
35,136
35,151
35,122
35,137
35,127
35,141
35,148
35,137
35,139
35,149
35,144
35,144
35,142
35,129
35,141
35,128
35,142
35,150
35,146
35,135
35,146
35,128
35,148
35,142
35,132
35,137
35,147
35,143
35,139
35,131
35,125
35,135
35,140
35,151
35,131
35,148
35,142
35,143
35,140
35,141
35,143
35,113
35,126
35,150
35,138
35,137
35,130
35,138
35,145
35,143
35,127
35,149
35,131
35,149
35,125
35,147
35,137
35,140
35,142
35,148
35,145
35,149
35,129
35,142
35,141
35,144
35,132
35,140
35,144
35,118
35,126
35,125
35,137
35,144
35,141
35,136
35,140
35,150
35,139
35,126
35,140
35,143
35,156
35,140
35,117
35,140
35,140
35,143
36,155
36,167
36,167
36,165
36,162
36,170
36,166
36,167
36,169
36,167
36,161
36,163
36,167
36,166
36,159
36,165
36,161
36,164
36,168
36,159
36,165
36,167
36,166
36,164
36,165
36,169
36,165
36,166
36,168
36,163
36,158
36,168
36,162
36,171
36,164
36,169
36,172
36,166
36,168
36,166
36,170
36,169
36,166
36,170
36,167
36,168
36,166
36,171
36,159
36,166
36,169
36,169
36,169
36,161
36,165
36,159
36,163
36,170
36,167
36,170
36,165
36,164
36,167
36,169
36,167
36,168
36,164
36,162
36,169
36,160
36,165
36,169
36,164
36,168
36,168
37,143
37,148
37,119
37,143
37,138
37,143
37,132
37,132
37,127
37,146
37,132
37,146
37,124
37,132
37,144
37,152
37,154
37,146
37,141
37,135
37,126
37,139
37,148
37,132
37,145
37,121
37,138
37,130
37,128
37,140
37,147
37,146
37,148
37,125
37,149
37,135
37,138
37,145
37,124
37,136
37,145
37,146
37,149
37,124
37,136
37,127
37,116
37,148
37,115
37,130
37,140
37,151
37,140
37,148
37,134
37,138
37,138
37,136
37,136
37,146
37,113
37,130
37,126
37,133
37,133
37,155
37,114
37,142
37,141
37,128
37,133
37,125
37,143
37,136
37,120
37,126
37,140
37,122
37,161
37,132
37,144
37,154
37,121
37,133
37,115
38,109
38,143
38,119
38,130
38,127
38,116
38,130
38,146
38,139
38,119
38,119
38,154
38,135
38,131
38,120
38,101
38,126
38,116
38,131
38,154
38,135
38,134
38,144
38,157
38,129
38,124
38,143
38,126
38,124
38,127
38,115
38,168
38,105
38,123
38,123
38,148
38,135
38,124
38,121
38,120
38,125
38,140
38,130
38,143
38,138
38,136
38,120
38,104
38,147
38,145
38,112
38,131
38,151
38,148
38,140
38,127
38,134
38,145
39,155
39,154
39,153
39,163
39,159
39,163
39,156
39,142
39,154
39,162
39,165
39,162
39,155
39,162
39,150
39,143
39,162
39,158
39,154
39,159
39,151
39,155
39,158
39,164
39,162
39,165
39,153
39,160
39,157
39,145
39,158
39,161
39,158
39,154
39,151
39,156
39,155
39,161
39,153
39,160
39,145
39,160
39,153
39,159
39,160
39,156
39,167
39,151
39,146
39,164
39,158
39,159
39,162
39,168
39,157
39,150
39,167
39,157
39,158
39,156
39,144
39,166
39,147
39,148
39,164
39,157
39,147
39,168
39,156
39,159
39,160
39,157
39,164
39,152
39,161
39,161
39,164
39,154
39,157
39,160
39,162
39,159
39,155
39,153
39,158
39,155
39,162
40,168
40,167
40,169
40,168
40,167
40,169
40,164
40,167
40,167
40,169
40,169
40,169
40,168
40,166
40,170
40,167
40,168
40,168
40,168
40,168
40,167
40,168
40,165
40,169
40,167
40,168
40,171
40,168
40,166
40,167
40,167
40,167
41,169
41,143
41,172
41,173
41,172
41,176
41,165
41,153
41,171
41,167
41,173
41,172
41,151
41,165
41,149
41,168
41,165
41,166
41,161
41,170
41,169
41,169
41,177
41,169
41,180
41,169
41,177
41,170
41,175
41,167
41,172
41,156
41,168
41,174
41,167
41,170
41,179
41,164
41,166
41,160
41,176
41,155
41,163
41,168
41,168
41,156
41,154
41,162
41,173
41,167
41,158
41,176
41,172
41,170
41,160
41,171
41,164
41,161
41,154
41,157
41,162
41,166
41,149
41,163
41,162
41,161
41,168
41,153
41,175
41,170
41,154
41,153
41,154
42,106
42,117
42,137
42,126
42,121
42,119
42,124
42,109
42,127
42,109
42,119
42,118
42,127
42,108
42,133
42,132
42,108
42,112
42,125
42,113
42,126
42,119
42,121
42,115
42,139
42,116
42,115
42,113
42,131
42,141
42,120
42,128
42,107
42,117
42,130
42,108
42,115
42,115
42,109
42,118
43,146
43,145
43,140
43,162
43,141
43,156
43,141
43,139
43,124
43,128
43,135
43,133
43,124
43,140
43,108
43,123
43,141
43,162
43,134
43,124
43,123
43,104
43,122
43,135
43,147
43,129
43,128
43,135
43,131
43,143
43,138
43,151
43,152
43,130
43,121
43,159
43,149
43,140
43,146
43,136
43,128
43,130
43,115
43,151
43,130
43,123
43,156
43,143
43,132
43,118
43,138
43,138
43,147
43,106
43,160
43,127
43,148
43,149
43,140
43,150
43,125
43,149
43,136
43,143
44,142
44,147
44,147
44,123
44,152
44,146
44,149
44,157
44,141
44,153
44,133
44,139
44,126
44,150
44,146
44,140
44,130
44,143
44,144
44,141
44,138
44,142
44,145
44,141
44,152
44,150
44,141
44,144
44,152
44,147
44,138
44,149
44,143
44,142
44,149
44,138
44,139
44,149
44,161
44,138
44,141
44,130
44,146
44,147
44,150
44,141
44,142
44,141
44,128
44,136
44,150
44,149
44,135
44,137
44,142
44,143
44,139
44,127
44,156
44,143
44,146
44,141
44,159
44,151
44,119
44,156
44,140
44,158
44,154
44,143
44,149
44,138
44,129
44,143
44,143
44,146
44,130
44,141
44,147
44,132
44,153
45,145
45,145
45,149
45,142
45,144
45,141
45,146
45,144
45,142
45,147
45,147
45,138
45,148
45,141
45,138
45,143
45,148
45,137
45,146
45,134
45,144
45,141
45,128
45,139
45,141
45,145
45,133
45,148
45,137
45,146
45,141
45,148
45,138
45,142
45,134
45,136
45,139
45,148
45,145
45,152
45,144
45,140
45,147
45,146
45,135
45,146
45,143
45,145
45,142
45,147
45,144
45,137
45,140
45,146
45,140
45,147
45,141
45,141
45,146
45,137
45,142
45,141
45,146
45,139
45,138
45,138
45,144
45,144
45,143
45,142
45,149
45,146
45,137
45,136
45,148
45,143
45,147
45,142
45,140
45,137
45,139
45,141
45,145
45,142
45,141
45,142
45,145
45,144
45,145
45,145
45,136
45,146
45,149
45,140
46,112
46,128
46,144
46,136
46,122
46,97
46,133
46,103
46,115
46,129
46,127
46,140
46,136
46,139
46,113
46,124
46,112
46,141
46,132
46,121
46,127
46,146
46,124
46,126
46,117
46,130
46,120
46,138
46,130
46,116
46,150
46,135
46,140
46,109
46,116
46,140
46,102
46,113
46,135
46,122
46,105
46,140
46,121
46,139
46,134
46,128
46,128
46,129
46,108
46,116
46,125
46,129
46,113
46,108
46,145
46,138
46,127
46,140
46,120
46,132
46,126
46,125
46,117
46,130
46,134
46,131
46,119
46,104
46,120
46,132
46,130
46,141
46,125
46,136
46,131
46,108
46,114
46,139
46,119
46,123
46,118
46,132
46,125
46,130
46,130
46,117
46,151
46,116
46,108
46,142
46,126
46,131
46,130
47,156
47,146
47,150
47,147
47,151
47,155
47,147
47,147
47,149
47,145
47,152
47,144
47,153
47,153
47,140
47,155
47,153
47,150
47,152
47,151
47,150
47,150
47,152
47,149
47,149
47,152
47,153
47,149
47,149
47,152
47,148
47,151
47,149
47,146
47,146
47,150
47,144
47,143
47,152
47,151
47,150
47,149
47,145
47,154
47,146
47,149
47,153
47,152
47,149
47,139
47,149
47,138
47,147
47,152
47,150
47,154
47,148
47,149
47,149
47,150
47,153
47,150
47,150
47,150
47,139
